sentence,compound,pos,neu,neg,transcript_id
And we have different um ranks within our crew so currently I am a second rider which means that there's there's usually somebody above me and as well as somebody below me in a single crew.,0.2732,0.057,0.943,0.0,pp62
And so one case was we were dispatched to a patient who had chest pains.,-0.4215,0.0,0.833,0.167,pp62
And so we didn't know anything about this patient until we got there.,0.0,0.0,1.0,0.0,pp62
Um.,0.0,0.0,1.0,0.0,pp62
But when we did  um mostly the crew chief  the person above me  and I were discussing you know what could potentially be the underlying problem.,-0.5499,0.0,0.876,0.124,pp62
And you know we kind of disagreed on that initially um because my crew chief um talked about mentioned that you know it could be a cardio problem.,-0.6478,0.0,0.831,0.169,pp62
Um.,0.0,0.0,1.0,0.0,pp62
But I think  whereas um I didn't necessarily think it was that.,0.0,0.0,1.0,0.0,pp62
And so you know we took a couple of minutes just to stand back and kind of you know   consider all of the possibilities.,0.0,0.0,1.0,0.0,pp62
And um we ended up having to ask the patient like a couple of other questions.,0.3612,0.143,0.857,0.0,pp62
Um.,0.0,0.0,1.0,0.0,pp62
And what we ultimately found out was that he had a history of anxiety.,-0.1779,0.0,0.884,0.116,pp62
Oh.,0.0,0.0,1.0,0.0,pp62
Okay.,0.2263,1.0,0.0,0.0,pp62
So that um I think was was the was the root cause of the problem.,-0.4019,0.0,0.838,0.162,pp62
And um I think that that was something that you know was something very important because um to to the care of the patient as we went down the line.,0.6478,0.159,0.841,0.0,pp62
Great.,0.6249,1.0,0.0,0.0,pp62
If you had the option to change on thing about yourself  what would it be?,0.0,0.0,1.0,0.0,pp62
Um.,0.0,0.0,1.0,0.0,pp62
If I had the option to change one thing about myself.,0.0,0.0,1.0,0.0,pp62
Um.,0.0,0.0,1.0,0.0,pp62
I think that I would definitely choose to make myself more confident.,0.7346,0.382,0.618,0.0,pp62
Um.,0.0,0.0,1.0,0.0,pp62
Mostly as a speaker  I tend to be I tend to get um pretty nervous as yeah when I have to speak in front of large groups of people.,0.5106,0.161,0.776,0.063,pp62
Um and I have worked on that.,0.0,0.0,1.0,0.0,pp62
Um.,0.0,0.0,1.0,0.0,pp62
Both as an EMT  you know  you have to really work on your confidence so that you know your patients trust you a little bit more.,0.765,0.216,0.784,0.0,pp62
Um and also as leaders of different groups on campus.,0.0,0.0,1.0,0.0,pp62
Um such as I'm leader of MIT Met Life as well as the Association of Taiwanese Students.,0.2732,0.116,0.884,0.0,pp62
So you know in the various uh clubs and groups that I am involved in across campus  I've definitely had to I've definitely been using those opportunities to work on um you know giving myself opportunities to speak onstage in front of large groups of people.,0.9001,0.241,0.759,0.0,pp62
Yeah and I think that ultimately that would help a great deal as for me as a doctor in the future.,0.8402,0.333,0.667,0.0,pp62
Okay.,0.2263,1.0,0.0,0.0,pp62
And why do you think you should get into medical school?,0.0,0.0,1.0,0.0,pp62
Okay.,0.2263,1.0,0.0,0.0,pp62
There are a couple of reasons I think I should get into medical school.,0.0,0.0,1.0,0.0,pp62
Number one  I have a great deal of experience um in clinical fields as well as research.,0.7579,0.349,0.651,0.0,pp62
I work in a hematology lab here on campus.,0.0,0.0,1.0,0.0,pp62
Um.,0.0,0.0,1.0,0.0,pp62
I've been working here for about a year already.,0.0,0.0,1.0,0.0,pp62
Um and yeah I really really enjoy the process of you know going through the scientific investigation process as well as you know it gives you a lot of a lot of joy when you figure out.. Right.,0.8973,0.259,0.741,0.0,pp62
Um.,0.0,0.0,1.0,0.0,pp62
Whether or not something works.,0.0,0.0,1.0,0.0,pp62
And um so I mentioned before also that I work as an EMT so I so beyond having the scientific background  I also have a little bit of clinical background.,0.0,0.0,1.0,0.0,pp62
Mmhmm.,0.0,0.0,1.0,0.0,pp62
Um.,0.0,0.0,1.0,0.0,pp62
You know being able to manage patients and to talk to them.,0.0,0.0,1.0,0.0,pp62
And I think that's that's you know  a crucial component of being a doctor as well.,0.2732,0.123,0.877,0.0,pp62
But lastly I have a great deal of passion for the medical field.,0.8922,0.467,0.533,0.0,pp62
And um I hope that what I what I ultimately learn in medical school will give me I think the you know the opportunity to make a great difference in the medical field.,0.8689,0.246,0.754,0.0,pp62
Pretty good  how was yours?,0.7269,0.67,0.33,0.0,pp63
Ok!,0.0,0.0,1.0,0.0,pp63
It's nice to walk in from the <unintelligible>.,0.4215,0.286,0.714,0.0,pp63
Yeah it's  uh  it's been rather pleasant.,0.6705,0.524,0.476,0.0,pp63
I thought it was gonna snow today.,0.0,0.0,1.0,0.0,pp63
Yeah  same here!,0.3595,0.555,0.445,0.0,pp63
So  uh  why don't you tell me a little bit about your background?,0.0,0.0,1.0,0.0,pp63
Sure!,0.3802,1.0,0.0,0.0,pp63
Uh  so I am an MIT Junior.,0.0,0.0,1.0,0.0,pp63
Originally  I was  uh  a freshman at Michigan  and then I transferred to  uh  MIT for my sophomore year.,0.0,0.0,1.0,0.0,pp63
Oh  great!,0.6588,0.815,0.185,0.0,pp63
Um  thank you  I'm studying  uh  Computer Science and  uh  I guess I didn't really get into computer science until last year  um  or last summer  er  the summer before my sophomore year  and then  um  ever since I've more or less committed to it wholly and every minute to.,0.553,0.087,0.913,0.0,pp63
Huh.,0.0,0.0,1.0,0.0,pp63
Well good!,0.6476,1.0,0.0,0.0,pp63
Do you think you're a leader?,0.0,0.0,1.0,0.0,pp63
Tell me why!,0.0,0.0,1.0,0.0,pp63
Um  I think  in some respects I can be a leader  but I wouldn't say like  in everything I do I'm a leader  so  um  in certain activities that I take part in  I definitely step up to a leadership position in certain situations  but I don't tend to try to be a leader all the time-- Hm.,0.8037,0.164,0.796,0.04,pp63
--because I do like to listen to feedback and I like more of a group contribution as opposed to  like  a single person leading all tasks  but  like  I remember doing a team exercise once where  uh  like lowering a Hula Hoop down with everyone's hands  um.,0.8047,0.213,0.742,0.045,pp63
when you have a group of people in a circle  and we realized that you needed to have someone sort of spearhead the  the operation there otherwise  like  everyone's trying to do their own thing  and so there are  it's mainly in those situations that I'll try to step up  but most of the time I  I don't like to be too controlling.,-0.2299,0.027,0.933,0.041,pp63
That makes sense.,0.0,0.0,1.0,0.0,pp63
Sometimes you lead  sometimes you follow.,0.0,0.0,1.0,0.0,pp63
Do you consider yourself a team player?,0.0,0.0,1.0,0.0,pp63
Oh  definitely!,0.4574,0.749,0.251,0.0,pp63
Um Could you give me an example of a time you were on a team and you faced a challenge?,0.0772,0.064,0.936,0.0,pp63
Sure  um And you solved it So  uh  I guess that was one example of a challenge  uh  that we handle as a team  but um  let's see...Ok  so um  last year I was pledging at my fraternity  and we  one of the activities we do as a pledge  or as pledges  is  um  organize the formal for in the Fall  so uh  we're just given a budget and general guidelines for what a formal should consist of  and then we  we're tasked with setting up everything.,0.3291,0.049,0.951,0.0,pp63
So  um  in this situation  like all the 21 pledges uh  we got together and we allocated tasks and  um  obviously when you have a large event like this with so many people where they get together to bring in  to make it happen  you need to  sort of  uh  there are certain people who won't do their jobs  and so  um  part of what we did was  just  have this sort of setup of accountability where  you know  more or less one pledge would check on another group of pledges to make sure that they were getting their task done  and if they needed to help them out  and so  and this way we try to have somewhat decentralized leadership  but still  um  manage to pull off  yeah.,0.81,0.084,0.916,0.0,pp63
Ah  that's good to hear.,0.4404,0.42,0.58,0.0,pp63
So  if you were given the option to change one thing about yourself  what would that be?,0.0,0.0,1.0,0.0,pp63
Um  let's see  if I could change one thing?,0.0,0.0,1.0,0.0,pp63
Mhm!,0.0,0.0,1.0,0.0,pp63
I would probably make myself slightly less of a procrastinator.,0.0,0.0,1.0,0.0,pp63
I  um  I have a tendency to  like when I have a lot of free time  uh  to  to work on something  I don't get started  I don't make as much headway initially as I probably could or should.,0.7003,0.136,0.864,0.0,pp63
Um  and tend  um  in that respect  leave it  it's more like  my work is more weighted towards the latter half of the deadline  and so  um  I think just in terms of meeting my own goals like  uh  organizations that I get involved with  projects  it  it would just be more productive to  to be working  uh  full speed the entire time.,0.8016,0.122,0.86,0.017,pp63
So think of a job that you'd like to have.,0.3612,0.217,0.783,0.0,pp63
Sure.,0.3182,1.0,0.0,0.0,pp63
So why do you think you should have the job?,0.0,0.0,1.0,0.0,pp63
Um  ok so  a job that I'd like to have is  uh  software engineering role  at  uh  a tech company or something.,0.5719,0.19,0.81,0.0,pp63
Uh  and um  I think I am a good fit for the job because I have a pretty strong background in computer programming skill sets for this position  um  I've been taking various computer science classes at MIT and engineering classes and learning  uh  the proper was.,0.8979,0.217,0.783,0.0,pp63
Uh not THE proper ways  but  um  good problem solving skills and ways to approach and ways to approach  um  hard problems and  um  that's  I think those are skills that are not difficult  not overly difficult to acquire  but most  many people do not acquire them in  uh  the engineering education.,0.5544,0.186,0.682,0.132,pp63
Well thank you!,0.5983,0.83,0.17,0.0,pp63
This concludes the interview.,0.0,0.0,1.0,0.0,pp63
Oh  good.,0.4404,0.744,0.256,0.0,pp63
So  um  please tell me about your background.,0.3774,0.269,0.731,0.0,pp64
Um  So  my name is Andre  uh  I come from Finland  I've studied for two years at Cambridge University in England  umm where I did all sorts of engineering for the first two years but I chose to specialize in electrical engineering and information technologies.,0.0,0.0,1.0,0.0,pp64
Um  Currently I'm on an exchange year abroad to MIT doing Course 6.,0.0,0.0,1.0,0.0,pp64
And at MIT I'm specializing in artificial intelligence -- machine learning  (score vector?),0.4767,0.205,0.795,0.0,pp64
machines -- and also device physics and some digital electronics.,0.0,0.0,1.0,0.0,pp64
Um  Specifically in the area of device physics and digital electronics I'm looking at risk processors as well as  um  nanot- um  micro- and nanoscale  uh  semiconductor devices such as transistors  uhh specifically ballistic transistors  which operate at the smallest possible unit.,0.0,0.048,0.905,0.048,pp64
Em  so yeah.,0.3597,0.555,0.445,0.0,pp64
Uhh In the area of AI  I have undertaken  uh  certain competitions  uh  which I have been  uh  lucky to win.,0.8271,0.326,0.674,0.0,pp64
Um  in the first one I had to write a simulator where um  I wrote an AI to control a spacecraft which is -- Hmm -- supposed to be able to land and take off from Mars.,0.0,0.0,1.0,0.0,pp64
And during that  I had to take into account planetary rotation  gravity  atmospheric effects  uh  aerobraking and all those things  so it was a pretty complex AI  to be able to handle all of that.,0.4939,0.086,0.914,0.0,pp64
Um.,0.0,0.0,1.0,0.0,pp64
Also I undertook a competition  uh  at Cambridge.,0.0,0.0,1.0,0.0,pp64
Uhh in a team of six  we had to build an autonomous robot which was able to navigate a grid and pick up an object and put it in a  in the appropriate box.,0.0,0.0,1.0,0.0,pp64
And there I um was a  a team lead where I managed the team until it did the tasks.,0.0,0.0,1.0,0.0,pp64
And also I wrote the AI for that.,0.0,0.0,1.0,0.0,pp64
Oh  great.,0.6249,0.804,0.196,0.0,pp64
So uh  do you think you're a leader?,0.0,0.0,1.0,0.0,pp64
Tell me why.,0.0,0.0,1.0,0.0,pp64
Um  I think I have pretty good leadership qualities  umm mainly because I'm able to think uhh on a lo- longer scale  like what has to get accomplished uhh and be able to delegate tasks to people to achieve intermediate goal which will be kind of modular to the achievement of the uhhh long term goal.,0.8885,0.181,0.819,0.0,pp64
So for example  in the the  um  robotics project  we had- our  our ultimate goal was to build a chassis  build an electronics  build an AI  and have the robot win this competition.,0.5859,0.106,0.894,0.0,pp64
But uhhh we- we didn't go from like scrap metal to that in one go.,-0.395,0.0,0.84,0.16,pp64
We had to uh  we had to look at um  specifically first I had to write an AI which was uh  straight - the bit of a AI which was able to follow white lines on a black surface  um  and turn on the- uh  at the junctions of those lines.,0.2263,0.037,0.963,0.0,pp64
Um  The electronics guys to that end had to  uh  make some circuits which uhh connect the  um  infrared light form sensors to the kind of main CPU  the arm-core CPU.,0.0,0.0,1.0,0.0,pp64
Umm  So there was some circuit elements involved.,0.0,0.0,1.0,0.0,pp64
And the  uh  mechanics guys had to pretty much just make a test chassis for us  um  but all that took some organizing because they were busy in the workshops  so they didn't have much time to screw arou -- to  uh  play around with  um  .,0.5574,0.102,0.866,0.031,pp64
.,0.0,0.0,1.0,0.0,pp64
.,0.0,0.0,1.0,0.0,pp64
you know  other  uh  other things  and the electronics guys had to  um  also schedule the time correctly.,0.0,0.0,1.0,0.0,pp64
Ah  yes.,0.4019,0.73,0.27,0.0,pp64
So uh  do you think you're a team player?,0.0,0.0,1.0,0.0,pp64
Can you tell me about a time when you were on a team and you faced a challenge?,0.0772,0.071,0.929,0.0,pp64
How did you go about resolving it?,0.3818,0.302,0.698,0.0,pp64
Um  So one of the challenges in the robotics competition  and this specific team  was that  um  we often had to share resources which were limited among other teams and also among the people in the team.,0.1531,0.089,0.863,0.048,pp64
Mm-hmm Um  For -- One of the resources  if I may say so  which had to be shared in  in our team was myself  because I ha-- (snickers) uhh  I was a bit of the project lead so I had to give some advice  and also  umm  sort out some technical points with both the electronics and the mechanics teams  and also I had to write my own AI  so I had to kind of balance between the  uh  two and kind of manage my time.,0.34,0.027,0.973,0.0,pp64
So  what I would try to do was  I would tell them  uh  that we would work out some sort of specific issue  of like sensor connections with the electrical  uh  team  and I would say  Okay guys  so you're going to build this now  and  How long is this going to take?,0.5267,0.079,0.921,0.0,pp64
and they would say  I don't know  it's going to take us  uh  a couple hours.,0.0,0.0,1.0,0.0,pp64
And then I would have the time to  maybe for half an hour  go down to the workshop where the mechanical team are playing around  and I would talk to them and see  you know  what they're doing and how- how far apart they want the wheels  or something  uh  for the  you know for the touring to be efficient  or  where do you want the balance  because uh  we faced an  an issue: if we put too much  um  weight on the back of the robot  the robot might tip over.,0.6369,0.076,0.924,0.0,pp64
So we try  uhhh we have to  you know  uh  fix that issue.,0.0,0.0,1.0,0.0,pp64
But  uh  once I had the two teams working  uh  I was able to go back and quickly  um  write some code.,0.0,0.0,1.0,0.0,pp64
So the issue was that I needed to kind of give advice from time to time.,0.0,0.0,1.0,0.0,pp64
Umm  and I think I did that by delegating tasks pretty well.,0.6486,0.346,0.654,0.0,pp64
Oh  good.,0.4404,0.744,0.256,0.0,pp64
So uh  if you were given the option to change one thing about yourself  what do you think that would be?,0.0,0.0,1.0,0.0,pp64
Um  I think I would try to become more succinct in how I speak and more engaging to people because often I find that umm I come off sometimes a bit geeky or dorky  and some people might not take to that a-- as easily.,0.3384,0.102,0.823,0.074,pp64
And -- Mm-hmm.,0.0,0.0,1.0,0.0,pp64
-- as a team lead  you have to be both inspiring and charismatic.,0.4215,0.189,0.811,0.0,pp64
Um  I mean  some uhhh  some great examples  I mean  I guess as a cliche  it's kind of like Steve Jobs  where he's  uh  amazingly inspiring  he's very good at talking to people  but he's also  um  like I wouldn't be able to say that he's kind of more (adducent?),0.8607,0.204,0.796,0.0,pp64
to .,0.0,0.0,1.0,0.0,pp64
.,0.0,0.0,1.0,0.0,pp64
.,0.0,0.0,1.0,0.0,pp64
While at the same time  he is quite  you know  quite the geek being  you know  uh  in charge of Apple  and  you know  thinking about how to play with all these (unintelligible) Mmmh.,0.0828,0.066,0.877,0.057,pp64
.,0.0,0.0,1.0,0.0,pp64
.,0.0,0.0,1.0,0.0,pp64
.,0.0,0.0,1.0,0.0,pp64
toys.,0.0,0.0,1.0,0.0,pp64
So  striking a balance like that  where you  kind of  you're kind of able to have the fun with the tech  and also be  uh  kind of serious   Hmm.,0.6378,0.174,0.779,0.048,pp64
um  but not boring-serious  um  so I try to strive towards that direction  uh  if I could.,0.0,0.0,1.0,0.0,pp64
Interesting.,0.4019,1.0,0.0,0.0,pp64
Em  so  and now  think of a job that you'd like to have.,0.3612,0.172,0.828,0.0,pp64
Why do you think you should get the job?,0.0,0.0,1.0,0.0,pp64
Um  I think that being a project lead in a robotics design team or a  like  an electronic product design team  uhh  would be really great fun  especially if I was also able to participate in the technical side and not only the managerial side.,0.8878,0.2,0.8,0.0,pp64
Hmm.,0.0,0.0,1.0,0.0,pp64
Umm because being on the managerial side would allow me to  uh  kind of be able to set the  the direction  uh  in some way  which I enjoy doing  and also  manage the kind of  uh  the sub-teams  and how things will get done.,0.6249,0.108,0.892,0.0,pp64
But at the same time  being on the technical side  it's just fun to play around with all this really cool tech  and build it  especially  it's quite rewarding.,0.9543,0.396,0.604,0.0,pp64
Um  so I think I have the technical background for the technical part.,0.0,0.0,1.0,0.0,pp64
Um  I've  I've done my programming  I've done my AI - AI courses  my electronics courses  so I  so I know that pretty well.,0.6486,0.194,0.806,0.0,pp64
And I have the experience  um  of working in a team and being a team lead  uhh  to know how to manage a small but efficient team.,0.5719,0.125,0.875,0.0,pp64
Hmm.,0.0,0.0,1.0,0.0,pp64
Ah  well thank you for coming here today.,0.5574,0.434,0.566,0.0,pp64
Thank you.,0.3612,0.714,0.286,0.0,pp64
tell me about your background.,0.0,0.0,1.0,0.0,pp65
Um so I'm obviously not from the States as the accent gives away.,0.0,0.0,1.0,0.0,pp65
I'm from a smallish town called Carifargus near Belfast in Northern Ireland.,0.0,0.0,1.0,0.0,pp65
I just went to a local primary school there which is the equivalent of elementary school um for people this side of the pond.,0.0,0.0,1.0,0.0,pp65
Uh and then like a local high school and uh was encouraged to within a year to consider applying to Cambridge which was something I hadn't really thought was something appropiate for me.,0.6124,0.139,0.861,0.0,pp65
I kind of just envisaged going to one of the Northern Irish universities maybe one of the Scottish ones.,0.0,0.0,1.0,0.0,pp65
Um so I applied to Cambridge and luckily they seemed to think that I was suitable.,0.5106,0.18,0.82,0.0,pp65
So I've spent the last two years um there studying engineering.,0.0,0.0,1.0,0.0,pp65
And then the opportunity came up to spend my junior year here in the States.,0.4215,0.167,0.833,0.0,pp65
So I went for that immediately.,0.0,0.0,1.0,0.0,pp65
Um I've been moving into specialism of aerospace engineering  Mm-hm.,0.0,0.0,1.0,0.0,pp65
Inerviewee: Uh just because I've always been interested in space and um it would be quite uh like a personal ambition to be somehow involved in future space exploration um in terms of actually like desigining the stuff and helping to actually deliver it.,0.8773,0.236,0.764,0.0,pp65
Um so ideally that's where I see my kind of professional career path going.,0.4754,0.192,0.808,0.0,pp65
Uh aside from that stuff I'm quite into sport.,0.0,0.0,1.0,0.0,pp65
Like I have three younger brothers so we'd often play sports together.,0.6326,0.341,0.659,0.0,pp65
Particularly rugby cricket um soccer.,0.0,0.0,1.0,0.0,pp65
Uh but I have got into the American ones since being here.,0.0,0.0,1.0,0.0,pp65
Um basketball um it's probably the one that was least aware of before I got here but I've managed to get tickets for a Celtics Timberwolves game tomorrow.,0.0,0.0,1.0,0.0,pp65
[laughter] That should be good fun.,0.8555,0.758,0.242,0.0,pp65
And was as Fenway Park I think in my second week here or something.,0.0,0.0,1.0,0.0,pp65
Oh... A Red Sox game so... Immersing myself in the American culture.,0.0,0.0,1.0,0.0,pp65
Definitely enjoying my time here.,0.7269,0.67,0.33,0.0,pp65
Well good.,0.6124,1.0,0.0,0.0,pp65
Glad to hear you're uh getting to enjoy the city.,0.7351,0.437,0.563,0.0,pp65
So uh do you think you're a leader?,0.0,0.0,1.0,0.0,pp65
Can you tell me why?,0.0,0.0,1.0,0.0,pp65
Um yes I think that I have the self-confidence to be a leader.,0.4019,0.184,0.816,0.0,pp65
I'm someone who's happy enough to stand in front of others and put their kind of head on the block as the saying is make a decision and accept that if it does go terrible the consequences will come back and I can't just pass the blame on.,-0.2732,0.109,0.745,0.146,pp65
Uh I think this is self-evident in positions I've held so far in my univeristy time in the UK where I was on the student council for my college Robinson College in Cambridge for both my freshmen and sophomore years.,0.0,0.0,1.0,0.0,pp65
Um two different positions but both of them elected and competative elections.,0.0,0.0,1.0,0.0,pp65
Obviously my peers think that I'm uh suitable leadership material.,0.0,0.0,1.0,0.0,pp65
Mm-hm Um how does that allude to you from previous response sports is another big part of my life.,0.0,0.0,1.0,0.0,pp65
And in that I've had um competency rules with school's rugby and then college rugby and also college ruin.,-0.5859,0.0,0.826,0.174,pp65
Um so I feel I have the experience of leader of having been a leader before and I have the confidence to lead others while also realizing at the same time that there will be others in the group that have strengths that I don't have.,0.7184,0.12,0.88,0.0,pp65
So um I'm humble enough to realize that and and hopefully get the best out of others by not insisting that the way that I've initially thought to approach the problem is the only solution.,0.7579,0.214,0.723,0.063,pp65
You can be a leader a very good leader by listening to suggestions that others have and being able to discern which are implementable and which are merely to put on the let's leave that for now pile.,0.4576,0.079,0.891,0.03,pp65
So yeah I would feel that I'm a good leader.,0.659,0.403,0.597,0.0,pp65
Well good.,0.6124,1.0,0.0,0.0,pp65
So um do you consider yourself to be a team player?,0.0,0.0,1.0,0.0,pp65
Can you give me an example of a time when you worked in a team and encountered some sort of a challenge?,0.0018,0.046,0.954,0.0,pp65
How did you go about resolving it?,0.3818,0.302,0.698,0.0,pp65
Yeah so the obvious examples here would be sporting achievements and stuff but I think and just out of a variety a good antitote for growth um in the UK we still have a monarchy one of the few countries that do.,0.8338,0.185,0.815,0.0,pp65
Mm-hm.,0.0,0.0,1.0,0.0,pp65
And the queen's husband rather than being king is the Duke of Edinburgh.,0.0,0.0,1.0,0.0,pp65
I'm not sure why he doesn't get to be a king but anyway so there's a scheme called Duke of Edinburgh's Award which is aimed at 16 17 18 year olds.,0.645,0.135,0.823,0.042,pp65
And there are three tiers too bronze silver and gold.,0.0,0.0,1.0,0.0,pp65
So I've completed all of them.,0.0,0.0,1.0,0.0,pp65
I have the set of the gold.,0.0,0.0,1.0,0.0,pp65
And in order to do this a big part of it that people that undertake this scheme that they raise is the expedition element.,0.0,0.0,1.0,0.0,pp65
Um you go somewhere you haven't been before with coordinates certainly maps compass tents troungier and enough food and supplies for like four days.,0.5994,0.182,0.818,0.0,pp65
Um you follow a predetermined route but obviously you have to uh like deal with unexpected realities.,0.5023,0.169,0.831,0.0,pp65
If there's flooding and suddenly a path is no longer a viable transport option you got to reroute yourself around that.,-0.296,0.0,0.901,0.099,pp65
If I come too exposed and there are high winds you need to decide for a different sleeping point for that night.,-0.0772,0.0,0.942,0.058,pp65
We did our gold expedition in the summers in the final years of my high school.,0.0,0.0,1.0,0.0,pp65
We traveled to which is a very nice area naturally.,0.4754,0.256,0.744,0.0,pp65
We spent three days four night hiking really glorious weather.,0.6697,0.333,0.667,0.0,pp65
One big mission.,0.0,0.0,1.0,0.0,pp65
When we encountered another group they were lost.,-0.3182,0.0,0.753,0.247,pp65
quite hysterical.,-0.101,0.0,0.418,0.582,pp65
They thought they will never be found.,0.0,0.0,1.0,0.0,pp65
We made a decision we would make a detour from our way to get these other hikers in the nearest area so that they can then contact the other hikers they knew in that area.,0.0,0.0,1.0,0.0,pp65
and pretty much get themselves back in to familiar surroundings calm them down make sure they are okay and go on to our planned destination.,0.8271,0.316,0.684,0.0,pp65
To be honest I did quite enjoyed that experience.,0.7841,0.496,0.504,0.0,pp65
getting to feel slightly like a hero.,0.675,0.526,0.474,0.0,pp65
That was a time when we had to work as a team.,0.0,0.0,1.0,0.0,pp65
One of us could not have dealt with all by themselves because they were five hysterical people with all their backpacks and equipments.,-0.0258,0.0,0.952,0.048,pp65
They were tired.,-0.4404,0.0,0.408,0.592,pp65
They weren’t feeling like carrying any more we had to distribute their load among ourselves and make sure we do not lose them on our way from where we found them to where we ultimately drop them off in the nearest village.,0.666,0.18,0.776,0.044,pp65
The whole expedition is a big example of team work.,0.0,0.0,1.0,0.0,pp65
keeping each other motivated keep going at the pace of the slowest individual so that no one is left behind .,0.1335,0.123,0.776,0.101,pp65
encouraging each other so that the slowest individual is not on the ground .,0.5267,0.207,0.793,0.0,pp65
It was massively enjoyable experience.,0.4404,0.42,0.58,0.0,pp65
That would have been one major team work experience not to mention.,0.0,0.0,1.0,0.0,pp65
If I give you an option to change one thing about yourself what would that be ?,0.0,0.0,1.0,0.0,pp65
I think umm the one thing that really seems to set me aside between me and a lot of friends and my brothers that I could probably benefit from caring a little more about my outward appearance.,0.8519,0.215,0.785,0.0,pp65
Not that I think I dress very scruffly or anything but I don’t really mind leaving the house in the morning with my hair soaking shower and wearing jeans and t-shirt.,0.0,0.0,1.0,0.0,pp65
two out of three of my brothers worry about straighten hair which I wouldn’t agree at all.,-0.1027,0.123,0.735,0.142,pp65
but if I cared little more just making sure my hair is not messy when I leave the house that would probably be small benefit.,0.9247,0.392,0.571,0.037,pp65
given that even though there is a saying don’t judge by covers people inevitably make decisions as soon as they see you.,0.0,0.0,1.0,0.0,pp65
and they can’t perhaps if I was a bit more self conscious about my appearance that would be something of a benefit Think of a job you would like to have.,0.6705,0.159,0.841,0.0,pp65
Why do you think you should get the job?,0.0,0.0,1.0,0.0,pp65
I think this is the kind of job in which job satisfaction can be the greatest benefit if it is something that is genuinely interesting to you.,0.9153,0.358,0.642,0.0,pp65
And as I said before I have such a deep rooted interest in space exploration just really pushing the limits of what we can achieve.,0.5994,0.176,0.824,0.0,pp65
I feel that this kind of job is what I will just get up in the mornings really thrilled get into work and do my parts towards contributing towards it.,0.4927,0.099,0.901,0.0,pp65
umm I realize it’s also the kind of job where projects are really so vast ranging there is gonna be inevitable variety and also this would scare me I would be really drawn I get to challenge myself in various different ways novel situations that I perhaps haven’t encountered before with the opportunity to work with other professionals who are equally umm well established within the field that you are really getting to work with the best and that can only help improve me as a professional and as a business person.,0.9201,0.173,0.796,0.03,pp65
and it’s um yeah other things such as inevitable prestige and umm the financial benefit just the job satisfaction .,0.7964,0.323,0.677,0.0,pp65
I can easily see this something that will interest keep me coming back for work for the length of my career.,0.6597,0.221,0.779,0.0,pp65
That would be the key reason.,0.0,0.0,1.0,0.0,pp65
um I think I would just be able to enjoy the work and therefore put my best and get the best out of my and ultimately give the company the best chance to success.,0.9702,0.434,0.566,0.0,pp65
Thank you for interviewing with us today.,0.3612,0.294,0.706,0.0,pp65
thanks for letting me come out.,0.4404,0.367,0.633,0.0,pp65
umm It turned out okay.,0.2263,0.322,0.678,0.0,pp65
I think it was a group of case female.,0.0,0.0,1.0,0.0,pp65
17 to 18 years age range.,0.0,0.0,1.0,0.0,pp65
we opened nearby village public and get to a public phone.,0.0,0.0,1.0,0.0,pp65
our school was quite strict.,0.0,0.0,1.0,0.0,pp65
didn’t allow us to bring mobile phone.,0.2263,0.241,0.759,0.0,pp65
which was probably a good thing.,0.4404,0.367,0.633,0.0,pp65
Can you tell me a little bit about your background?,0.0,0.0,1.0,0.0,pp66
I'm a student here at MIT  I'm in my third year as a junior  um  and I'm studying chemical biological engineering with a minor in economics.,0.0,0.0,1.0,0.0,pp66
And so  as part of that I've uh taken coursework in transport processes  thermodynamics  chemical biological processes  and things like that.,0.3612,0.111,0.889,0.0,pp66
And also some macro  micro  public policy classes with the econ.,0.0,0.0,1.0,0.0,pp66
And then I'm also doing research in chemical engineering laboratory here for a year and a half studying yeast  um  and different ways of doing transcription factors and how they relate then to promoter architecture and the dynamics that are behind that.,0.2732,0.049,0.951,0.0,pp66
So  lot of bio chemical engineering complications.,0.0,0.0,1.0,0.0,pp66
And I also did some research this past summer in a systems biology lab in Madrid  Spain  um  so a little more biology related  so  those are most of my technical background.,0.0,0.0,1.0,0.0,pp66
Excellent.,0.5719,1.0,0.0,0.0,pp66
Do you think you're a leader?,0.0,0.0,1.0,0.0,pp66
Tell me why.,0.0,0.0,1.0,0.0,pp66
Yeah  so um  I definitely think I'm a leader and that's actually something that's come to define a lot of my time here at MIT is leadership.,0.6326,0.171,0.829,0.0,pp66
Um  and so I think I'm a leader both because of the actions I've taken and also the mindset I have and as actions  I guess both of those things are important.,0.2023,0.055,0.945,0.0,pp66
So to give an example  um  I'm currently in a position of leadership in a club on campus  our Habitat for Humanity club  um  where I serve as the president of the club and I think I started off as a freshman  um  just participating  I really like community service so I volunteered with them a bit to go help build houses in the Boston/Cambridge area  um  and then I was fairly proactive which led me to start organizing those builds that I was going on  I figured I was benefiting from them  so I wanted to be able to give back and organize them so I ran for the exec of Habitat for Humanity here and started helping organize them  and then from there I went on to wanting to do more  and so now I'm president and run the exec and get to do everything that the club does  and so  um  I think that kind of drive and that desire to move up and give back and contribute and also make things happen definitely is characteristic of a leader.,0.9312,0.083,0.917,0.0,pp66
Um  and obviously  the position I'm currently in is one that demands leadership.,0.0,0.0,1.0,0.0,pp66
